basin,tier,log_resid_var,signed_coverage_error
09035800,snow,0.085978128015995,0.09950211600697034
09035900,snow,0.0726050660014152,0.09980442010561319
09047700,snow,0.0797188505530357,0.09706630158419716
09065500,snow,0.1127417460083961,0.0953060825347154
09066000,snow,0.0882028862833976,0.0996088402112264
09066200,snow,0.1845899671316146,0.07496577351848233
09066300,snow,0.3166461884975433,-0.2193819675337375
09081600,snow,0.0933420434594154,0.09999999999999998
09107000,snow,0.0531635582447052,0.09999999999999998
09210500,snow,0.089910015463829,0.09941326031683939
09223000,snow,0.1237284168601036,0.06968511637003716
09306242,dry,0.8217816352844238,-0.3482691179346763
09312600,snow,0.3193457722663879,-0.05470369646000395
09352900,snow,0.1682881563901901,0.09315470369645995
09378170,snow,0.6121103763580322,-0.6795814590260121
09378630,snow,1.0943599939346311,-0.7535106591042441
09386900,dry,6.057223796844482,-0.18574222569919818
09404450,snow,0.0735942721366882,0.09432818306278112
09430500,dry,0.3931149840354919,0.05149618619205942
09430600,dry,1.1960095167160034,-0.23013886172501474
09447800,dry,5.284756183624268,-0.058419714453354255
09480000,dry,2.6763949394226074,-0.022577927548441457
09484000,dry,2.611686944961548,-0.5661451202816351
09484600,dry,0.2792787253856659,-0.2970271856053198
09492400,dry,0.1777506023645401,0.09237238411891258
09494000,dry,0.2202109396457672,0.05051828672012515
09497800,dry,0.1769431084394455,0.06272114574557719
09497980,dry,0.4960686862468719,0.021181302562096604
09505200,dry,1.7227377891540527,-0.04336006258556624
09505350,dry,6.25730562210083,-0.6764521807158226
09505800,dry,1.0520758628845217,0.01590064541365155
09508300,dry,0.8388264775276184,-0.6248190885976922
09510200,dry,1.6770788431167605,-0.051965577938587915
09512280,dry,2.104331970214844,-0.08286720125171132
09513780,dry,0.6223800182342529,-0.16051241932329363
10023000,snow,0.5160049200057983,0.03135145707021314
10166430,dry,0.9950169324874878,-0.22055544690005868
10172700,snow,0.1207002326846122,0.08533150792098554
10172800,snow,0.126139149069786,0.0996088402112264
10173450,snow,0.2120327353477478,-0.03165101721439756
10205030,snow,0.1563650220632553,0.08063759045570118
10234500,snow,0.1082378849387168,0.09941326031683939
10242000,dry,0.1326760798692703,0.09295912380207316
10244950,snow,0.1100724190473556,0.09941326031683939
10249300,dry,0.3278602659702301,0.01081556815959317
10258000,dry,0.6763171553611755,-0.400684529630354
10258500,dry,3.7257466316223145,-0.23405045961275184
10259000,dry,0.1735156625509262,0.09393702327400755
10259200,dry,2.049906015396118,-0.3801486407197341
10263500,dry,0.2353574484586715,0.08376686876589079
10310500,snow,0.3512112200260162,0.0911989047525914
10316500,snow,0.2581988871097564,-0.04942303931155878
10329500,snow,0.4332176446914673,0.047975748093096016
10336645,snow,0.3408434391021728,-0.018716995892822275
10336660,snow,0.2629372477531433,-0.04981419910033247
